,Unnamed: 0,Unnamed: 0.1,UNIQUEKEY,APPLICATIONTYPE,APPLICATIONTYPE.1,APPLICATIONSTARTDATE,WORKTYPE,WORKTYPEDESCRIPTION,APPLICATIONFINALIZEDDATE,PARKINGMETERPOSTINGORBAGGING,XCOORDINATE,YCOORDINATE,LATITUDE,LONGITUDE,LOCATION,STREETCLOSURE,STREETNUMBERFROM,STREETNUMBERTO,DIRECTION,STREETNAME
3262,12875,12875,612886242923,DOT_PWO,DOT_PWO,12/10/2015,GenOpening,Opening in the Public Way,,,1186300.0,1868844.0,41.795232495,-87.592362431,"(41.795232494865814, -87.59236243071607)",Curblane,1350.0,1350.0,E,55TH
3296,13011,13011,46115020408,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1130766.0,1911927.0,41.914592901,-87.795019772,"(41.91459290108324, -87.79501977249808)",Full,6800.0,6830.0,W,CORTLAND
3301,13022,13022,45990119032,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1153374.0,1910130.0,41.909240127,-87.71200813,"(41.90924012667973, -87.71200812993182)",Full,3400.0,3460.0,W,PIERCE
3328,13125,13125,45778616789,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1176683.0,1849913.0,41.74350578,-87.62819656,"(41.74350578000597, -87.62819656003529)",Full,8300.0,8399.0,S,LA SALLE
3357,13239,13239,45753116534,DOT_SE,DOT_SE,04/30/2015,BlockParty,Block Party,05/01/2015,,1167004.0,1922048.0,41.941662791999995,-87.661595359,"(41.9416627918716, -87.66159535931081)",Full,3300.0,3399.0,N,LAKEWOOD
3384,13350,13350,46007619232,DOT_SE,DOT_SE,07/23/2015,BlockParty,Block Party,07/24/2015,,1198866.0,1845195.0,41.730030957,-87.547075992,"(41.73003095661859, -87.54707599244296)",Full,9100.0,9199.0,S,BRANDON
3390,13371,13371,46043719635,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1184420.0,1864157.0,41.78241657,-87.599406181,"(41.78241657040759, -87.59940618055141)",Full,1100.0,1200.0,E,62ND
3474,13680,13680,45959118719,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1123741.0,1945456.0,42.006718932,-87.820092032,"(42.00671893243053, -87.82009203192091)",Full,6951.0,6999.0,N,OWEN
3510,13803,13803,45676215742,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1123090.0,1922316.0,41.943228798,-87.822992895,"(41.94322879846452, -87.82299289456431)",Full,3500.0,3599.0,N,OPAL
3533,13927,13927,45880417880,DOT_SE,DOT_SE,07/08/2015,BlockParty,Block Party,07/09/2015,,1120145.0,1920889.0,41.93936258,-87.833849945,"(41.939362579591716, -87.83384994491396)",Full,3300.0,3399.0,N,PLAINFIELD
3556,14025,14025,46180021107,DOT_SE,DOT_SE,09/18/2015,BlockParty,Block Party,09/19/2015,,1167356.0,1891579.0,41.85804789,-87.661178638,"(41.85804789018355, -87.66117863801014)",Full,1723.0,1759.0,S,LOOMIS
3604,14230,14230,45786416868,DOT_SE,DOT_SE,06/28/2015,BlockParty,Block Party,06/29/2015,,1164570.0,1903563.0,41.890992262,-87.671067167,"(41.89099226178754, -87.67106716696377)",Full,501.0,543.0,N,HARTLAND
3614,14288,14288,46083520078,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1158201.0,1870551.0,41.800534232,-87.695355326,"(41.800534231890325, -87.69535532641041)",Full,5112.0,5156.0,S,MOZART
3618,14306,14306,46134720617,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1161507.0,1835562.0,41.704453351,-87.68420180700001,"(41.70445335119415, -87.6842018073568)",Full,10400.0,10499.0,S,CAMPBELL
3695,14590,14590,616564244811,DOT_PWO,DOT_PWO,12/16/2015,GenOpening,Opening in the Public Way,,,1151189.0,1882547.0,41.833594645,-87.72076031700001,"(41.83359464467297, -87.7207603170978)",Full,3252.0,3252.0,S,AVERS
3745,14827,14827,45852117574,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1141830.0,1919174.0,41.934279985,-87.75419350600002,"(41.93427998544952, -87.75419350619339)",Full,5100.0,5199.0,W,OAKDALE
3758,14871,14871,46222721594,DOT_SE,DOT_SE,09/18/2015,BlockParty,Block Party,09/19/2015,,1147688.0,1925633.0,41.95189338,-87.73249721,"(41.9518933804188, -87.7324972101791)",Full,4200.0,4299.0,W,BYRON
3767,14904,14904,46076819995,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1160369.0,1876044.0,41.815563973,-87.68725643799999,"(41.81556397345953, -87.68725643845745)",Full,4300.0,4399.0,S,CAMPBELL
3780,14954,14954,45799217001,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1174796.0,1858488.0,41.767078408,-87.634856238,"(41.76707840752863, -87.634856237562)",Full,7000.0,7099.0,S,STEWART
3816,15101,15101,45935618463,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1150516.0,1905763.0,41.897315178,-87.722622017,"(41.8973151783303, -87.72262201693606)",Full,900.0,999.0,N,AVERS
3822,15121,15121,618193245638,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1164216.0,1860506.0,41.772845385,-87.673582269,"(41.772845384766036, -87.67358226931854)",Sidewalk,6635.0,6635.0,S,DAMEN
3855,15240,15240,46019619374,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1155394.0,1864355.0,41.783589891999995,-87.705818327,"(41.78358989190796, -87.70581832699104)",Full,3300.0,3399.0,W,60TH
3890,15364,15364,46183021137,DOT_SE,DOT_SE,09/19/2015,BlockParty,Block Party,09/20/2015,,1164033.0,1912723.0,41.91613831,-87.672778714,"(41.9161383097043, -87.67277871406263)",Full,1800.0,1899.0,W,CORTLAND
3951,15579,15579,45924218346,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1152618.0,1852399.0,41.750835804,-87.71630959999996,"(41.75083580369195, -87.71630959957689)",Full,3750.0,3799.0,W,78TH
3965,15619,15619,45928818391,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1145743.0,1901432.0,41.885522308,-87.74026443,"(41.885522307851645, -87.74026442953448)",Full,4600.0,4699.0,W,FULTON
3979,15678,15678,45904718139,DOT_SE,DOT_SE,08/23/2015,BlockParty,Block Party,08/24/2015,,1182841.0,1856748.0,41.762120943,-87.605423434,"(41.76212094265478, -87.60542343360531)",Full,801.0,837.0,E,73RD
4008,15781,15781,46161520906,DOT_SE,DOT_SE,09/04/2015,BlockParty,Block Party,09/05/2015,,1157705.0,1899605.0,41.88027333,-87.696385791,"(41.880273329539556, -87.6963857912028)",Full,2800.0,2899.0,W,MONROE
4084,16075,16075,46059219798,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1178224.0,1880543.0,41.827521397,-87.62162338200001,"(41.827521397118886, -87.62162338231445)",Full,200.0,600.0,E,37TH
4097,16135,16135,620588246785,DOT_PWO,DOT_PWO,12/31/2015,GenOpening,Opening in the Public Way,,,1164485.0,1908601.0,41.90481717,-87.671234945,"(41.90481716976063, -87.67123494470928)",Sidewalk,1248.0,1248.0,N,HERMITAGE
4116,16205,16205,618528245809,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1160205.0,1870323.0,41.799867271,-87.68801262,"(41.79986727089079, -87.68801261982043)",Curblane,5140.0,5140.0,S,MAPLEWOOD
4138,16300,16300,45773316737,DOT_SE,DOT_SE,06/12/2015,BlockParty,Block Party,06/13/2015,,1125384.0,1949245.0,42.017089098,-87.813961981,"(42.017089098498616, -87.81396198131866)",Full,7500.0,7532.0,W,BIRCHWOOD
4140,16305,16305,45923718341,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1160003.0,1877339.0,41.819124336,-87.68856300200001,"(41.819124336231795, -87.68856300159352)",Full,4100.0,4199.0,S,MAPLEWOOD
4149,16337,16337,45870517766,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1134901.0,1917330.0,41.929346845,-87.77969909299999,"(41.929346845019495, -87.77969909289297)",Full,2700.0,2799.0,N,MOODY
4183,16455,16455,46130420574,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1181628.0,1862684.0,41.778437982,-87.60968545700001,"(41.77843798223744, -87.60968545716992)",Full,6400.0,6452.0,S,CHAMPLAIN
4186,16460,16460,46083920082,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1172825.0,1869711.0,41.797919916,-87.64175194799999,"(41.797919916073944, -87.64175194784922)",Full,5300.0,5357.0,S,LOWE
4192,16473,16473,45750016503,DOT_SE,DOT_SE,04/30/2015,BlockParty,Block Party,05/01/2015,,1151514.0,1921732.0,41.941116132,-87.71853624,"(41.941116132099104, -87.71853623985616)",Full,3301.0,3357.0,N,MONTICELLO
4201,16506,16506,45874917810,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1154100.0,1863327.0,41.780793925,-87.710588364,"(41.78079392474092, -87.71058836411254)",Full,3500.0,3561.0,W,62ND
4206,16521,16521,617393245177,DOT_PWO,DOT_PWO,12/18/2015,GenOpening,Opening in the Public Way,,Y,1174883.0,1896489.0,41.871355306999995,-87.633404255,"(41.871355306894955, -87.6334042548238)",Curblane,839.0,839.0,S,WELLS
4236,16653,16653,46122920494,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1154647.0,1866581.0,41.789713418000005,-87.70849825299999,"(41.78971341781911, -87.70849825250515)",Full,5700.0,5757.0,S,HOMAN
4339,17113,17113,45786316867,DOT_SE,DOT_SE,08/04/2015,BlockParty,Block Party,08/05/2015,,1157330.0,1914354.0,41.920752485,-87.697362848,"(41.9207524848528, -87.69736284834823)",Full,2800.0,2832.0,W,SHAKESPEARE
4353,17165,17165,45696615947,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,,,,,,Full,1115.0,1115.0,S,ELIZABETH
4381,17269,17269,45960118729,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1178273.0,1830750.0,41.690883014,-87.622953251,"(41.69088301385989, -87.62295325143204)",Full,2.0,59.0,E,112TH
4450,17523,17523,45978018908,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1126355.0,1947953.0,42.013526905,-87.81041952,"(42.013526904749874, -87.8104195202067)",Full,7300.0,7399.0,N,ODELL
4466,17585,17585,46006219215,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1150662.0,1890320.0,41.854933999000004,-87.72248917600002,"(41.85493399866891, -87.72248917585776)",Full,1900.0,1999.0,S,SPRINGFIELD
4480,17659,17659,46164420941,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1139225.0,1917116.0,41.928681286999996,-87.76381680600002,"(41.92868128703004, -87.76381680649443)",Full,5500.0,5549.0,W,DRUMMOND
4526,17869,17869,45941818533,DOT_SE,DOT_SE,08/16/2015,BlockParty,Block Party,08/17/2015,,1166997.0,1841282.0,41.720034635,-87.66393446,"(41.7200346354323, -87.66393445968005)",Full,9540.0,9699.0,S,CHARLES
4551,17961,17961,46236321753,DOT_SE,DOT_SE,10/31/2015,BlockParty,Block Party,11/01/2015,,1156495.0,1834802.0,41.702468444000004,-87.702575685,"(41.70246844378973, -87.70257568549881)",Full,10500.0,10598.0,S,SAWYER
4554,17970,17970,46002919182,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1146255.0,1850424.0,41.745538251999996,-87.739675493,"(41.745538252053244, -87.73967549314577)",Full,8100.0,8171.0,S,KEATING
4566,18020,18020,45800117010,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1144346.0,1925215.0,41.950811398,-87.74479482299999,"(41.95081139848286, -87.74479482285805)",Full,4700.0,4799.0,W,BERENICE
4591,18143,18143,45977818906,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1126935.0,1939399.0,41.990043160999996,-87.808476044,"(41.990043160814636, -87.80847604402722)",Full,6000.0,6066.0,N,OCONTO
4612,18211,18211,46148420759,DOT_SE,DOT_SE,08/23/2015,BlockParty,Block Party,08/24/2015,,1155758.0,1946326.0,42.00851852,-87.702272989,"(42.00851852038363, -87.70227298873613)",Full,2900.0,2959.0,W,LUNT
4634,18296,18296,613802243292,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1176675.0,1829727.0,41.68811254,-87.628832546,"(41.68811253968933, -87.62883254608853)",Curblane,11327.0,11327.0,S,YALE
4636,18299,18299,61590470523,DOT_OCC,DOT_OCC,12/28/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1168019.0,1930876.0,41.965866526,-87.657609506,"(41.96586652577687, -87.65760950574325)",Full,4615.0,4669.0,N,BROADWAY
4666,18430,18430,45752216525,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1135113.0,1910692.0,41.911125676,-87.779077942,"(41.91112567646528, -87.77907794186976)",Full,1700.0,1799.0,N,MOODY
4676,18458,18458,46141520689,DOT_SE,DOT_SE,08/28/2015,BlockParty,Block Party,08/29/2015,,1163892.0,1946147.0,42.007859433,-87.672349002,"(42.00785943276117, -87.67234900249177)",Full,6942.0,6999.0,N,PAULINA
4695,18515,18515,618775245887,DOT_PWO,DOT_PWO,12/29/2015,GenOpening,Opening in the Public Way,,,1165972.0,1868758.0,41.795452321999996,-87.666907405,"(41.795452322266534, -87.66690740470665)",Curblane,5411.0,5411.0,S,PAULINA
4737,18668,18668,45963618764,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1159880.0,1847460.0,41.737136428,-87.68983158700001,"(41.7371364281231, -87.68983158652009)",Full,2700.0,2760.0,W,86TH
4790,18873,18873,46050819713,DOT_SE,DOT_SE,07/26/2015,BlockParty,Block Party,07/27/2015,,1155755.0,1897183.0,41.873666544,-87.70361144700001,"(41.87366654418675, -87.70361144673016)",Full,600.0,699.0,S,ALBANY
4804,18932,18932,46128220551,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1159845.0,1914130.0,41.920086079,-87.688128097,"(41.92008607920742, -87.68812809748198)",Full,2414.0,2424.0,W,CHARLESTON
4874,19242,19242,46086720110,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1180691.0,1860663.0,41.772914886,-87.61318457200001,"(41.77291488562938, -87.6131845720562)",Full,6700.0,6767.0,S,EBERHART
4977,19649,19649,45744216443,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1148512.0,1905718.0,41.897230961,-87.729983965,"(41.89723096061887, -87.729983965242)",Full,900.0,999.0,N,KEDVALE
5049,19962,19962,45643615420,DOT_SE,DOT_SE,10/31/2015,BlockParty,Block Party,11/01/2015,,1128585.0,1934381.0,41.976246035,-87.802521968,"(41.976246035214515, -87.80252196844062)",Full,7001.0,7055.0,W,FARRAGUT
5067,20031,20031,616108244632,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1151626.0,1914082.0,41.920120612,-87.71832467,"(41.92012061193891, -87.71832467042803)",Curblane,3638.0,3638.0,W,SHAKESPEARE
5079,20080,20080,45741816419,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1156358.0,1931461.0,41.967715156,-87.700466796,"(41.96771515571051, -87.70046679615575)",Full,2844.0,2940.0,W,GIDDINGS
5166,20414,20414,614902244207,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1174758.0,1868517.0,41.794600001,-87.634697644,"(41.79460000142458, -87.6346976436795)",Curblane,342.0,343.0,W,GARFIELD
5171,20436,20436,45961218740,DOT_SE,DOT_SE,09/26/2015,BlockParty,Block Party,09/27/2015,,1135185.0,1928632.0,41.960354875,-87.77838903899998,"(41.96035487525988, -87.77838903868246)",Full,4400.0,4499.0,N,MCVICKER
5201,20579,20579,45941718532,DOT_SE,DOT_SE,08/27/2015,BlockParty,Block Party,08/28/2015,,1166622.0,1936024.0,41.980023059000004,-87.662599034,"(41.980023058746134, -87.66259903437611)",Full,5400.0,5459.0,N,LAKEWOOD
5210,20603,20603,46143420708,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1180123.0,1833382.0,41.698064212,-87.616097009,"(41.698064212409975, -87.61609700899248)",Full,10800.0,10855.0,S,FOREST
5245,20740,20740,45665215635,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1175949.0,1846567.0,41.73433933,-87.630988895,"(41.73433933012296, -87.63098889472668)",Full,8800.0,8899.0,S,HOLLAND
5280,20845,20845,46015719335,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1164508.0,1858877.0,41.768370362,-87.672555977,"(41.76837036225821, -87.67255597687904)",Full,6900.0,6999.0,S,WINCHESTER
5286,20877,20877,46057019777,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1169988.0,1890375.0,41.854686543,-87.65155356,"(41.854686542709366, -87.65155356007809)",Full,1000.0,1040.0,W,20TH
5292,20899,20899,46029219470,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1149200.0,1851625.0,41.748778062,-87.728855985,"(41.74877806191588, -87.7288559851507)",Full,7918.0,8036.0,S,KILDARE
5301,20979,20979,46075119978,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1170253.0,1831883.0,41.694172274,-87.65228155,"(41.69417227360785, -87.65228155003685)",Full,1200.0,1299.0,W,110TH
5304,21011,21011,45631915301,DOT_SE,DOT_SE,07/26/2015,BlockParty,Block Party,07/27/2015,,1162826.0,1907694.0,41.902363815,-87.67735514799999,"(41.90236381484934, -87.6773551475637)",Full,2000.0,2059.0,W,HADDON
5309,21028,21028,45993119065,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1148962.0,1915013.0,41.922728391,-87.72808885,"(41.922728391400184, -87.72808884968451)",Full,2300.0,2399.0,N,KEYSTONE
5314,21052,21052,46080120037,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1192424.0,1857626.0,41.764303727,-87.570272896,"(41.764303727157106, -87.57027289555587)",Full,7200.0,7299.0,S,LUELLA
5355,21191,21191,46153220809,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1153241.0,1892453.0,41.860736562,-87.712967728,"(41.86073656211352, -87.71296772800741)",Full,1500.0,1599.0,S,ST LOUIS
5362,21227,21227,45763816640,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1134776.0,1910684.0,41.911110137,-87.78031858700001,"(41.91111013734487, -87.78031858692617)",Full,1700.0,1799.0,N,MELVINA
5402,21421,21421,46106820322,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1155413.0,1863695.0,41.781776392,-87.70576414,"(41.781776392419324, -87.7057641403125)",Full,3300.0,3399.0,W,61ST
5450,21606,21606,45892618012,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1177077.0,1838614.0,41.712492339,-87.627095404,"(41.71249233863431, -87.6270954041264)",Full,10001.0,10099.0,S,LA SALLE
5460,21665,21665,45746116461,DOT_SE,DOT_SE,06/20/2015,BlockParty,Block Party,06/21/2015,,1148062.0,1914325.0,41.920857141,-87.73141489,"(41.92085714130745, -87.73141488978625)",Full,2201.0,2299.0,N,KEELER
5475,21720,21720,45778416787,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1131016.0,1865262.0,41.786532616,-87.795174775,"(41.786532615857986, -87.79517477502283)",Full,5800.0,5899.0,S,NEWLAND
5506,21885,21885,45737716374,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1180869.0,1854032.0,41.754714724,-87.612733174,"(41.75471472397826, -87.61273317386275)",Full,7700.0,7799.0,S,EBERHART
5541,22023,22023,45960218730,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1135896.0,1938103.0,41.986332800999996,-87.775546904,"(41.98633280113606, -87.77554690377245)",Full,5801.0,5899.0,N,MARKHAM
5551,22061,22061,46116320421,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1156425.0,1885886.0,41.842652699,-87.70145598,"(41.84265269927564, -87.70145597953564)",Full,2700.0,2799.0,S,WHIPPLE
5574,22145,22145,619121245994,DOT_PWO,DOT_PWO,12/25/2015,GenOpening,Opening in the Public Way,,,1146613.0,1941598.0,41.995723055,-87.73604215700001,"(41.99572305486895, -87.73604215660282)",Sidewalk,6311.0,6311.0,N,KILDARE
5579,22158,22158,45675615736,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1145970.0,1930239.0,41.964565156999996,-87.738697069,"(41.96456515662609, -87.73869706859763)",Full,4600.0,4699.0,N,KOSTNER
5645,22426,22426,46112020376,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1147939.0,1915802.0,41.924910933,-87.731829983,"(41.92491093290678, -87.7318299828699)",Full,2414.0,2454.0,N,KEELER
5716,22706,22706,45792616936,DOT_SE,DOT_SE,09/13/2015,BlockParty,Block Party,09/14/2015,,1162604.0,1928601.0,41.959737195,-87.677581955,"(41.959737194803935, -87.67758195461653)",Full,4300.0,4399.0,N,WINCHESTER
5730,22763,22763,46072619939,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1153042.0,1887792.0,41.847951171999995,-87.71381963399998,"(41.84795117183707, -87.71381963434246)",Full,2400.0,2459.0,S,DRAKE
5755,22844,22844,45869317752,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1164979.0,1950400.0,42.019504991,-87.668227517,"(42.019504991134724, -87.66822751683371)",Full,7600.0,7641.0,N,ROGERS
5760,22873,22873,46000219155,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1177157.0,1885756.0,41.841852016,-87.625380632,"(41.84185201618161, -87.62538063193328)",Full,2900.0,2999.0,S,WABASH
5782,22964,22964,46009819261,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1159797.0,1908604.0,41.904922512,-87.68845489799999,"(41.90492251184062, -87.68845489764826)",Full,1300.0,1399.0,N,ARTESIAN
5784,22970,22970,46171821015,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1125050.0,1923596.0,41.946708929,-87.815761395,"(41.946708928781895, -87.81576139475025)",Full,3700.0,3799.0,N,OLEANDER
5846,23221,23221,45317312099,DOT_SE,DOT_SE,08/16/2015,BlockParty,Block Party,08/17/2015,,1130722.0,1913536.0,41.919006861999996,-87.795144534,"(41.919006861596316, -87.79514453369475)",Full,6800.0,6899.0,W,SHAKESPEARE
5850,23239,23239,46130120571,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1159786.0,1873381.0,41.808268982,-87.6894681,"(41.808268982399454, -87.68946809959976)",Full,4700.0,4799.0,S,ROCKWELL
5880,23341,23341,46040319594,DOT_SE,DOT_SE,09/26/2015,BlockParty,Block Party,09/27/2015,,1161607.0,1903462.0,41.890776406,-87.681951626,"(41.89077640551355, -87.68195162638217)",Full,500.0,518.0,N,LEAVITT
5937,23537,23537,617804245470,DOT_PWO,DOT_PWO,12/18/2015,GenOpening,Opening in the Public Way,06/07/2018,,1167892.0,1844432.0,41.728657318,-87.660566428,"(41.728657317717435, -87.66056642756038)",Curblane,1502.0,1523.0,W,91ST
5949,23588,23588,45909718193,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1163878.0,1834286.0,41.700900359,-87.67555615399998,"(41.70090035881659, -87.67555615438512)",Full,10600.0,10699.0,S,HAMILTON
5958,23631,23631,45797616986,DOT_SE,DOT_SE,06/06/2015,BlockParty,Block Party,06/07/2015,,1188422.0,1849564.0,41.7422761,-87.585198429,"(41.74227609982711, -87.58519842897633)",Full,1601.0,1699.0,E,84TH
5972,23667,23667,45899418086,DOT_SE,DOT_SE,06/20/2015,BlockParty,Block Party,06/21/2015,,1179411.0,1879909.0,41.825755699,-87.617286115,"(41.82575569899427, -87.61728611493132)",Full,348.0,399.0,E,38TH
